sample_index,s1_x_g,s1_y_g,s1_z_g,s1_x_v,s1_y_v,s1_z_v,s2_x_g,s2_y_g,s2_z_g,s2_x_v,s2_y_v,s2_z_v
4859,1.0192,0.0000,-0.0664,1.9558,1.6500,1.6301,1.0607,0.0000,0.3650,1.9682,1.6500,1.7595
4860,0.9490,0.0000,-0.0204,1.9347,1.6500,1.6439,1.0009,0.0000,0.3960,1.9503,1.6500,1.7688
4861,1.0762,0.0000,-0.0730,1.9729,1.6500,1.6281,0.9887,0.0000,0.2969,1.9466,1.6500,1.7391
4862,1.0078,0.0000,0.0397,1.9523,1.6500,1.6619,1.0151,0.0000,0.3956,1.9545,1.6500,1.7687
4863,1.0115,0.0000,0.0621,1.9534,1.6500,1.6686,0.9043,0.0000,0.2114,1.9213,1.6500,1.7134
4864,1.0173,0.0000,-0.0382,1.9552,1.6500,1.6385,1.0333,0.0000,0.4343,1.9600,1.6500,1.7803
4865,0.9577,0.0000,-0.1115,1.9373,1.6500,1.6166,0.9262,0.0000,0.2762,1.9279,1.6500,1.7328
4866,0.9500,0.0000,-0.1403,1.9350,1.6500,1.6079,1.0690,0.0000,0.3855,1.9707,1.6500,1.7657
4867,0.9253,0.0000,-0.0741,1.9276,1.6500,1.6278,1.0157,0.0000,0.3068,1.9547,1.6500,1.7420
4868,0.9522,0.0000,-0.0750,1.9357,1.6500,1.6275,1.0558,0.0000,0.4179,1.9667,1.6500,1.7754
4869,0.9783,0.0000,-0.0600,1.9435,1.6500,1.6320,1.1162,0.0000,0.4319,1.9848,1.6500,1.7796
4870,1.0223,0.0000,-0.0476,1.9567,1.6500,1.6357,0.9074,0.0000,0.2809,1.9222,1.6500,1.7343
4871,1.0852,0.0000,-0.0748,1.9755,1.6500,1.6276,1.0733,0.0000,0.3753,1.9720,1.6500,1.7626
4872,1.0683,0.0000,0.0545,1.9705,1.6500,1.6664,0.8649,0.0000,0.1291,1.9095,1.6500,1.6887
4873,1.1012,0.0000,-0.0481,1.9803,1.6500,1.6356,1.0938,0.0000,0.4122,1.9782,1.6500,1.7737
4874,1.0115,0.0000,-0.0079,1.9535,1.6500,1.6476,0.9358,0.0000,0.2561,1.9308,1.6500,1.7268
4875,1.0210,0.0000,-0.0755,1.9563,1.6500,1.6273,1.0607,0.0000,0.3961,1.9682,1.6500,1.7688
4876,0.9990,0.0000,-0.1264,1.9497,1.6500,1.6121,1.0156,0.0000,0.3114,1.9547,1.6500,1.7434
4877,0.9569,0.0000,-0.1105,1.9371,1.6500,1.6168,0.9603,0.0000,0.3843,1.9381,1.6500,1.7653
4878,0.9573,0.0000,-0.1188,1.9372,1.6500,1.6144,1.0686,0.0000,0.4937,1.9706,1.6500,1.7981
4879,0.9863,0.0000,-0.1404,1.9459,1.6500,1.6079,0.9822,0.0000,0.2359,1.9447,1.6500,1.7208
4880,1.0537,0.0000,-0.0166,1.9661,1.6500,1.6450,1.0964,0.0000,0.5055,1.9789,1.6500,1.8016
4881,1.0341,0.0000,0.0157,1.9602,1.6500,1.6547,0.9513,0.0000,0.1795,1.9354,1.6500,1.7039
4882,1.1097,0.0000,0.0448,1.9829,1.6500,1.6634,1.0125,0.0000,0.3562,1.9538,1.6500,1.7569
4883,1.0315,0.0000,0.0250,1.9594,1.6500,1.6575,0.8819,0.0000,0.1725,1.9146,1.6500,1.7017
4884,1.0198,0.0000,-0.0473,1.9559,1.6500,1.6358,0.9715,0.0000,0.3241,1.9414,1.6500,1.7472
4885,1.0389,0.0000,-0.0735,1.9617,1.6500,1.6279,1.0690,0.0000,0.3134,1.9707,1.6500,1.7440
4886,0.9718,0.0000,-0.0821,1.9415,1.6500,1.6254,0.9979,0.0000,0.3438,1.9494,1.6500,1.7531
4887,0.9881,0.0000,-0.0917,1.9464,1.6500,1.6225,1.1659,0.0000,0.4658,1.9998,1.6500,1.7898
4888,1.0002,0.0000,-0.1644,1.9501,1.6500,1.6007,0.9496,0.0000,0.2567,1.9349,1.6500,1.7270
4889,1.0209,0.0000,-0.1048,1.9563,1.6500,1.6186,1.0719,0.0000,0.4871,1.9716,1.6500,1.7961
4890,0.9943,0.0000,-0.1150,1.9483,1.6500,1.6155,0.9311,0.0000,0.2073,1.9293,1.6500,1.7122
4891,1.0241,0.0000,-0.0515,1.9572,1.6500,1.6345,1.0816,0.0000,0.3761,1.9745,1.6500,1.7628
4892,1.0566,0.0000,-0.0004,1.9670,1.6500,1.6499,0.9113,0.0000,0.2060,1.9234,1.6500,1.7118
4893,1.0609,0.0000,0.0156,1.9683,1.6500,1.6547,0.9611,0.0000,0.2894,1.9383,1.6500,1.7368
4894,1.0735,0.0000,0.0156,1.9720,1.6500,1.6547,0.9787,0.0000,0.3068,1.9436,1.6500,1.7420
4895,1.0008,0.0000,-0.0306,1.9502,1.6500,1.6408,0.9254,0.0000,0.2437,1.9276,1.6500,1.7231
4896,1.0257,0.0000,-0.0919,1.9577,1.6500,1.6224,1.0573,0.0000,0.5140,1.9672,1.6500,1.8042
4897,1.0008,0.0000,-0.1202,1.9502,1.6500,1.6139,0.9808,0.0000,0.2995,1.9442,1.6500,1.7399
4898,0.9835,0.0000,-0.1770,1.9450,1.6500,1.5969,1.1389,0.0000,0.4978,1.9917,1.6500,1.7993
4899,0.9981,0.0000,-0.0558,1.9494,1.6500,1.6333,0.9240,0.0000,0.3126,1.9272,1.6500,1.7438
4900,1.0225,0.0000,-0.0757,1.9568,1.6500,1.6273,1.0644,0.0000,0.3858,1.9693,1.6500,1.7658
4901,1.0033,0.0000,0.0407,1.9510,1.6500,1.6622,0.9679,0.0000,0.3609,1.9404,1.6500,1.7583
4902,1.1022,0.0000,-0.0276,1.9807,1.6500,1.6417,0.9740,0.0000,0.2180,1.9422,1.6500,1.7154
4903,1.0447,0.0000,0.0213,1.9634,1.6500,1.6564,1.0492,0.0000,0.4223,1.9648,1.6500,1.7767
4904,0.9965,0.0000,0.0093,1.9489,1.6500,1.6528,0.9245,0.0000,0.2137,1.9274,1.6500,1.7141
4905,0.9840,0.0000,-0.1057,1.9452,1.6500,1.6183,1.0316,0.0000,0.4983,1.9595,1.6500,1.7995
4906,0.9492,0.0000,-0.1118,1.9347,1.6500,1.6165,0.9539,0.0000,0.2772,1.9362,1.6500,1.7332
4907,0.9296,0.0000,-0.1761,1.9289,1.6500,1.5972,1.1701,0.0000,0.5132,2.0010,1.6500,1.8040
4908,0.9267,0.0000,-0.0828,1.9280,1.6500,1.6251,0.9745,0.0000,0.2977,1.9424,1.6500,1.7393
4909,0.9533,0.0000,-0.0448,1.9360,1.6500,1.6365,0.9898,0.0000,0.3780,1.9469,1.6500,1.7634
4910,1.0202,0.0000,-0.0632,1.9561,1.6500,1.6310,1.0619,0.0000,0.4246,1.9686,1.6500,1.7774
4911,1.0262,0.0000,-0.0151,1.9579,1.6500,1.6455,0.9061,0.0000,0.2222,1.9218,1.6500,1.7167
4912,1.0461,0.0000,-0.0493,1.9638,1.6500,1.6352,1.0964,0.0000,0.4139,1.9789,1.6500,1.7742
4913,1.0355,0.0000,-0.0262,1.9607,1.6500,1.6422,0.8049,0.0000,0.1379,1.8915,1.6500,1.6914
4914,1.0659,0.0000,-0.0260,1.9698,1.6500,1.6422,1.0463,0.0000,0.4279,1.9639,1.6500,1.7784
4915,0.9404,0.0000,-0.1010,1.9321,1.6500,1.6197,0.8664,0.0000,0.2782,1.9099,1.6500,1.7335
4916,1.0087,0.0000,-0.0617,1.9526,1.6500,1.6315,1.0966,0.0000,0.4332,1.9790,1.6500,1.7800
4917,0.9452,0.0000,-0.1128,1.9336,1.6500,1.6162,1.0154,0.0000,0.3575,1.9546,1.6500,1.7572
4918,0.9577,0.0000,-0.1141,1.9373,1.6500,1.6158,0.9894,0.0000,0.4143,1.9468,1.6500,1.7743
4919,0.9877,0.0000,-0.0606,1.9463,1.6500,1.6318,1.0356,0.0000,0.4949,1.9607,1.6500,1.7985
4920,1.0086,0.0000,-0.1140,1.9526,1.6500,1.6158,0.9683,0.0000,0.2599,1.9405,1.6500,1.7280
4921,1.0005,0.0000,0.0323,1.9501,1.6500,1.6597,1.0279,0.0000,0.3756,1.9584,1.6500,1.7627
4922,1.0298,0.0000,-0.0075,1.9589,1.6500,1.6477,0.8992,0.0000,0.2199,1.9198,1.6500,1.7160
4923,1.1104,0.0000,0.0240,1.9831,1.6500,1.6572,1.0207,0.0000,0.3759,1.9562,1.6500,1.7628
4924,1.0849,0.0000,0.0386,1.9755,1.6500,1.6616,0.9332,0.0000,0.2498,1.9300,1.6500,1.7249
4925,1.0345,0.0000,-0.0827,1.9603,1.6500,1.6252,1.0027,0.0000,0.3566,1.9508,1.6500,1.7570
4926,0.9219,0.0000,-0.0817,1.9266,1.6500,1.6255,0.9999,0.0000,0.4012,1.9500,1.6500,1.7704
4927,0.9791,0.0000,-0.1786,1.9437,1.6500,1.5964,0.9864,0.0000,0.3381,1.9459,1.6500,1.7514
4928,0.9513,0.0000,-0.1876,1.9354,1.6500,1.5937,1.0955,0.0000,0.4370,1.9786,1.6500,1.7811
4929,0.9283,0.0000,-0.1176,1.9285,1.6500,1.6147,0.9891,0.0000,0.2604,1.9467,1.6500,1.7281
4930,0.9553,0.0000,-0.0420,1.9366,1.6500,1.6374,1.0596,0.0000,0.4872,1.9679,1.6500,1.7962
4931,1.0873,0.0000,0.0428,1.9762,1.6500,1.6629,0.9378,0.0000,0.1478,1.9313,1.6500,1.6943
4932,1.1106,0.0000,-0.0390,1.9832,1.6500,1.6383,1.0116,0.0000,0.3926,1.9535,1.6500,1.7678
4933,1.0714,0.0000,0.0501,1.9714,1.6500,1.6650,0.9550,0.0000,0.1781,1.9365,1.6500,1.7034
4934,1.0293,0.0000,0.0258,1.9588,1.6500,1.6577,1.0110,0.0000,0.3353,1.9533,1.6500,1.7506
4935,1.0207,0.0000,-0.0505,1.9562,1.6500,1.6349,1.0010,0.0000,0.3548,1.9503,1.6500,1.7564
4936,0.9831,0.0000,-0.0490,1.9449,1.6500,1.6353,1.0072,0.0000,0.3152,1.9522,1.6500,1.7446
4937,0.9401,0.0000,-0.0750,1.9320,1.6500,1.6275,1.0846,0.0000,0.4988,1.9754,1.6500,1.7996
4938,0.9245,0.0000,-0.1489,1.9273,1.6500,1.6053,0.9940,0.0000,0.2822,1.9482,1.6500,1.7347
4939,0.9808,0.0000,-0.0596,1.9442,1.6500,1.6321,1.1652,0.0000,0.5018,1.9996,1.6500,1.8005
4940,1.0066,0.0000,-0.0276,1.9520,1.6500,1.6417,0.9436,0.0000,0.2662,1.9331,1.6500,1.7299
4941,1.0627,0.0000,-0.0309,1.9688,1.6500,1.6407,1.0426,0.0000,0.3916,1.9628,1.6500,1.7675
4942,1.0975,0.0000,0.0244,1.9793,1.6500,1.6573,0.9880,0.0000,0.3015,1.9464,1.6500,1.7405
4943,1.0726,0.0000,0.0435,1.9718,1.6500,1.6630,0.9094,0.0000,0.2276,1.9228,1.6500,1.7183
4944,1.0339,0.0000,0.0216,1.9602,1.6500,1.6565,0.9570,0.0000,0.3231,1.9371,1.6500,1.7469
4945,0.9772,0.0000,-0.0606,1.9432,1.6500,1.6318,0.8661,0.0000,0.2224,1.9098,1.6500,1.7167
4946,0.9937,0.0000,-0.1263,1.9481,1.6500,1.6121,1.0505,0.0000,0.4888,1.9652,1.6500,1.7966
4947,0.9460,0.0000,-0.1710,1.9338,1.6500,1.5987,0.9527,0.0000,0.2661,1.9358,1.6500,1.7298
4948,0.9647,0.0000,-0.1616,1.9394,1.6500,1.6015,1.1603,0.0000,0.4541,1.9981,1.6500,1.7862
4949,0.9355,0.0000,-0.1214,1.9306,1.6500,1.6136,1.0182,0.0000,0.2855,1.9555,1.6500,1.7357
4950,1.0125,0.0000,-0.0112,1.9538,1.6500,1.6467,1.0506,0.0000,0.3598,1.9652,1.6500,1.7579
4951,1.0013,0.0000,-0.0390,1.9504,1.6500,1.6383,0.9800,0.0000,0.3066,1.9440,1.6500,1.7420
4952,1.0869,0.0000,-0.0176,1.9761,1.6500,1.6447,0.8894,0.0000,0.2976,1.9168,1.6500,1.7393
4953,1.0943,0.0000,0.0184,1.9783,1.6500,1.6555,0.9622,0.0000,0.3974,1.9387,1.6500,1.7692
4954,1.0029,0.0000,-0.0571,1.9509,1.6500,1.6329,0.9208,0.0000,0.1983,1.9262,1.6500,1.7095
4955,1.0332,0.0000,-0.0965,1.9600,1.6500,1.6211,1.1128,0.0000,0.4245,1.9838,1.6500,1.7773
4956,1.0221,0.0000,-0.1405,1.9566,1.6500,1.6079,0.8697,0.0000,0.2687,1.9109,1.6500,1.7306
4957,0.9529,0.0000,-0.1099,1.9359,1.6500,1.6170,1.1259,0.0000,0.4628,1.9878,1.6500,1.7888
4958,0.9282,0.0000,-0.1333,1.9285,1.6500,1.6100,1.0066,0.0000,0.3699,1.9520,1.6500,1.7610
4959,1.0017,0.0000,-0.0885,1.9505,1.6500,1.6234,1.0615,0.0000,0.3944,1.9685,1.6500,1.7683
4960,1.0468,0.0000,-0.0785,1.9640,1.6500,1.6265,0.9883,0.0000,0.4148,1.9465,1.6500,1.7744
4961,1.0906,0.0000,0.0174,1.9772,1.6500,1.6552,0.8936,0.0000,0.2552,1.9181,1.6500,1.7265
4962,1.0868,0.0000,0.0488,1.9760,1.6500,1.6646,1.0944,0.0000,0.3570,1.9783,1.6500,1.7571
4963,1.0612,0.0000,-0.0229,1.9684,1.6500,1.6431,0.9110,0.0000,0.1922,1.9233,1.6500,1.7077
4964,1.0398,0.0000,-0.0742,1.9619,1.6500,1.6277,1.0252,0.0000,0.4038,1.9576,1.6500,1.7711
4965,1.0530,0.0000,-0.0083,1.9659,1.6500,1.6475,0.8546,0.0000,0.2388,1.9064,1.6500,1.7216
4966,0.9476,0.0000,-0.0586,1.9343,1.6500,1.6324,1.1103,0.0000,0.4670,1.9831,1.6500,1.7901
4967,0.9913,0.0000,-0.1619,1.9474,1.6500,1.6014,1.0457,0.0000,0.3738,1.9637,1.6500,1.7621
4968,0.9367,0.0000,-0.1356,1.9310,1.6500,1.6093,0.9784,0.0000,0.4417,1.9435,1.6500,1.7825
4969,0.9776,0.0000,-0.0587,1.9433,1.6500,1.6324,1.0362,0.0000,0.4817,1.9609,1.6500,1.7945
4970,0.9513,0.0000,-0.0327,1.9354,1.6500,1.6402,0.9856,0.0000,0.2602,1.9457,1.6500,1.7280
4971,1.0577,0.0000,0.0088,1.9673,1.6500,1.6527,1.0382,0.0000,0.3769,1.9615,1.6500,1.7631
4972,1.0291,0.0000,-0.0377,1.9587,1.6500,1.6387,0.8710,0.0000,0.1079,1.9113,1.6500,1.6824
4973,1.0087,0.0000,-0.0447,1.9526,1.6500,1.6366,1.1039,0.0000,0.3956,1.9812,1.6500,1.7687
4974,1.0035,0.0000,-0.0552,1.9511,1.6500,1.6334,0.9308,0.0000,0.2579,1.9292,1.6500,1.7274
4975,0.9452,0.0000,-0.0591,1.9336,1.6500,1.6323,1.0260,0.0000,0.4214,1.9578,1.6500,1.7764
4976,0.9116,0.0000,-0.1566,1.9235,1.6500,1.6030,1.0573,0.0000,0.3341,1.9672,1.6500,1.7502
4977,0.9723,0.0000,-0.1825,1.9417,1.6500,1.5953,1.0032,0.0000,0.2890,1.9510,1.6500,1.7367
4978,0.9220,0.0000,-0.1754,1.9266,1.6500,1.5974,1.0609,0.0000,0.4837,1.9683,1.6500,1.7951
4979,0.9849,0.0000,-0.1599,1.9455,1.6500,1.6020,0.9550,0.0000,0.3116,1.9365,1.6500,1.7435
4980,1.0024,0.0000,-0.0783,1.9507,1.6500,1.6265,1.1264,0.0000,0.4786,1.9879,1.6500,1.7936
4981,0.9915,0.0000,-0.0316,1.9475,1.6500,1.6405,0.8530,0.0000,0.2273,1.9059,1.6500,1.7182
4982,1.1004,0.0000,-0.0257,1.9801,1.6500,1.6423,0.9814,0.0000,0.4255,1.9444,1.6500,1.7777
4983,1.0154,0.0000,0.0502,1.9546,1.6500,1.6650,0.9057,0.0000,0.1749,1.9217,1.6500,1.7025
4984,1.0141,0.0000,-0.0088,1.9542,1.6500,1.6474,0.9918,0.0000,0.3292,1.9475,1.6500,1.7488
4985,0.9784,0.0000,-0.0353,1.9435,1.6500,1.6394,1.0130,0.0000,0.3106,1.9539,1.6500,1.7432
4986,1.0044,0.0000,-0.1183,1.9513,1.6500,1.6145,0.9301,0.0000,0.2655,1.9290,1.6500,1.7297
4987,0.9087,0.0000,-0.1905,1.9226,1.6500,1.5928,1.1511,0.0000,0.4627,1.9953,1.6500,1.7888
4988,0.9017,0.0000,-0.1403,1.9205,1.6500,1.6079,0.9458,0.0000,0.3047,1.9337,1.6500,1.7414
4989,1.0090,0.0000,-0.1302,1.9527,1.6500,1.6109,1.1086,0.0000,0.5218,1.9826,1.6500,1.8065
4990,0.9991,0.0000,-0.0451,1.9497,1.6500,1.6365,0.9162,0.0000,0.2640,1.9249,1.6500,1.7292
4991,1.0911,0.0000,-0.0565,1.9773,1.6500,1.6331,0.9942,0.0000,0.3653,1.9483,1.6500,1.7596
4992,1.0978,0.0000,-0.0343,1.9793,1.6500,1.6397,0.9334,0.0000,0.3116,1.9300,1.6500,1.7435
4993,1.0369,0.0000,0.0066,1.9611,1.6500,1.6520,0.9400,0.0000,0.2543,1.9320,1.6500,1.7263
4994,1.0198,0.0000,0.0266,1.9559,1.6500,1.6580,0.9913,0.0000,0.3303,1.9474,1.6500,1.7491
4995,1.0092,0.0000,-0.0808,1.9528,1.6500,1.6258,0.8843,0.0000,0.1899,1.9153,1.6500,1.7070
4996,0.9382,0.0000,-0.0546,1.9315,1.6500,1.6336,1.1676,0.0000,0.4355,2.0003,1.6500,1.7807
4997,0.9847,0.0000,-0.1446,1.9454,1.6500,1.6066,0.9128,0.0000,0.2564,1.9238,1.6500,1.7269
4998,0.9220,0.0000,-0.1839,1.9266,1.6500,1.5948,1.0993,0.0000,0.5681,1.9798,1.6500,1.8204
4999,1.0060,0.0000,-0.0831,1.9518,1.6500,1.6251,0.9791,0.0000,0.2355,1.9437,1.6500,1.7207
5000,1.0568,0.0000,-0.0439,1.9671,1.6500,1.6368,0.9050,0.0000,0.4239,1.9215,1.6500,1.7772
5001,1.0367,0.0000,-0.0178,1.9610,1.6500,1.6447,1.1229,0.0000,0.4006,1.9869,1.6500,1.7702
5002,1.0475,0.0000,-0.0476,1.9642,1.6500,1.6357,0.8017,0.0000,0.2407,1.8905,1.6500,1.7222
5003,1.1059,0.0000,-0.0932,1.9818,1.6500,1.6220,0.9157,0.0000,0.3861,1.9247,1.6500,1.7658
5004,1.0412,0.0000,-0.0937,1.9624,1.6500,1.6219,0.9338,0.0000,0.2271,1.9301,1.6500,1.7181
5005,0.9294,0.0000,0.0144,1.9288,1.6500,1.6543,1.0437,0.0000,0.4929,1.9631,1.6500,1.7979
5006,0.8762,0.0000,-0.0667,1.9129,1.6500,1.6300,0.9801,0.0000,0.2925,1.9440,1.6500,1.7378
5007,0.8396,0.0000,-0.2413,1.9019,1.6500,1.5776,1.0416,0.0000,0.6166,1.9625,1.6500,1.8350
5008,1.0770,0.0000,-0.2765,1.9731,1.6500,1.5671,1.0745,0.0000,0.2019,1.9723,1.6500,1.7106
5009,0.9827,0.0000,-0.0371,1.9448,1.6500,1.6389,0.9353,0.0000,0.2872,1.9306,1.6500,1.7362
5010,1.1014,0.0000,-0.1310,1.9804,1.6500,1.6107,1.0507,0.0000,0.4402,1.9652,1.6500,1.7821
5011,1.0207,0.0000,-0.0262,1.9562,1.6500,1.6421,1.0300,0.0000,0.1323,1.9590,1.6500,1.6897
5012,1.1723,0.0000,-0.0243,2.0017,1.6500,1.6427,0.9361,0.0000,0.4159,1.9308,1.6500,1.7748
5013,1.1001,0.0000,0.0677,1.9800,1.6500,1.6703,0.9732,0.0000,0.2961,1.9419,1.6500,1.7388
5014,0.9872,0.0000,0.1311,1.9461,1.6500,1.6893,1.0324,0.0000,0.4050,1.9597,1.6500,1.7715
5015,0.9492,0.0000,0.0027,1.9348,1.6500,1.6508,0.6036,0.0000,-0.4228,1.8311,1.6500,1.5231
5016,0.9899,0.0000,-0.1525,1.9470,1.6500,1.6043,0.9672,0.0000,0.2983,1.9402,1.6500,1.7395
5017,0.8546,0.0000,-0.1365,1.9064,1.6500,1.6090,1.1635,0.0000,0.3490,1.9991,1.6500,1.7547
5018,0.9519,0.0000,-0.2607,1.9356,1.6500,1.5718,1.1082,0.0000,0.2438,1.9825,1.6500,1.7231
5019,0.2417,0.0000,-0.7853,1.7225,1.6500,1.4144,1.3637,0.0000,0.5758,2.0591,1.6500,1.8228
5020,1.0671,0.0000,-0.0860,1.9701,1.6500,1.6242,0.9024,0.0000,0.2663,1.9207,1.6500,1.7299
5021,1.1195,0.0000,0.1154,1.9858,1.6500,1.6846,0.9360,0.0000,0.3207,1.9308,1.6500,1.7462
5022,1.0386,0.0000,0.1459,1.9616,1.6500,1.6938,0.7727,0.0000,0.2919,1.8818,1.6500,1.7376
5023,1.1022,0.0000,0.1554,1.9807,1.6500,1.6966,1.0467,0.0000,0.4558,1.9640,1.6500,1.7867
5024,1.0237,0.0000,0.0510,1.9571,1.6500,1.6653,0.7689,0.0000,0.3501,1.8807,1.6500,1.7550
5025,1.0126,0.0000,-0.1200,1.9538,1.6500,1.6140,1.1675,0.0000,0.4708,2.0003,1.6500,1.7912
5026,0.9735,0.0000,-0.0515,1.9420,1.6500,1.6345,0.9545,0.0000,0.5005,1.9363,1.6500,1.8001
5027,1.0187,0.0000,-0.2557,1.9556,1.6500,1.5733,0.9779,0.0000,0.2056,1.9434,1.6500,1.7117
5028,0.8401,0.0000,-0.0945,1.9020,1.6500,1.6216,1.1537,0.0000,0.3455,1.9961,1.6500,1.7536
5029,0.8338,0.0000,-0.1587,1.9001,1.6500,1.6024,0.9543,0.0000,0.3326,1.9363,1.6500,1.7498
5030,0.7410,0.0000,-0.3195,1.8723,1.6500,1.5541,0.9815,0.0000,0.1895,1.9445,1.6500,1.7069
5031,1.1702,0.0000,-0.0401,2.0011,1.6500,1.6380,0.7866,0.0000,0.2281,1.8860,1.6500,1.7184
5032,1.0551,0.0000,0.1434,1.9665,1.6500,1.6930,1.0159,0.0000,0.5158,1.9548,1.6500,1.8047
5033,1.1041,0.0000,-0.1333,1.9812,1.6500,1.6100,1.0011,0.0000,0.1158,1.9503,1.6500,1.6848
5034,1.1531,0.0000,-0.0748,1.9959,1.6500,1.6275,1.0286,0.0000,0.4176,1.9586,1.6500,1.7753
5035,0.9030,0.0000,0.0504,1.9209,1.6500,1.6651,1.0462,0.0000,0.4327,1.9639,1.6500,1.7798
5036,0.8321,0.0000,-0.0082,1.8996,1.6500,1.6475,1.0144,0.0000,0.1822,1.9543,1.6500,1.7047
5037,0.9704,0.0000,-0.1021,1.9411,1.6500,1.6194,1.0009,0.0000,0.5626,1.9503,1.6500,1.8188
5038,0.9472,0.0000,-0.1047,1.9342,1.6500,1.6186,1.0013,0.0000,0.3762,1.9504,1.6500,1.7629
5039,0.9762,0.0000,-0.2311,1.9429,1.6500,1.5807,1.1935,0.0000,0.3738,2.0080,1.6500,1.7621
5040,1.1025,0.0000,-0.0424,1.9808,1.6500,1.6373,0.8518,0.0000,0.2914,1.9055,1.6500,1.7374
5041,0.9610,0.0000,-0.0499,1.9383,1.6500,1.6350,1.0431,0.0000,0.4812,1.9629,1.6500,1.7944
5042,0.9637,0.0000,-0.0099,1.9391,1.6500,1.6470,1.0239,0.0000,0.1857,1.9572,1.6500,1.7057
5043,1.1281,0.0000,0.0894,1.9884,1.6500,1.6768,0.8938,0.0000,0.3735,1.9181,1.6500,1.7621
5044,1.1178,0.0000,0.0242,1.9853,1.6500,1.6573,1.0275,0.0000,0.3159,1.9583,1.6500,1.7448
5045,0.9889,0.0000,-0.1137,1.9467,1.6500,1.6159,0.9492,0.0000,0.2624,1.9347,1.6500,1.7287
5046,0.9504,0.0000,-0.1207,1.9351,1.6500,1.6138,0.5300,0.0000,-0.0784,1.8090,1.6500,1.6265
5047,0.8558,0.0000,-0.1630,1.9067,1.6500,1.6011,1.0478,0.0000,0.3230,1.9643,1.6500,1.7469
5048,0.3265,0.0000,-0.8390,1.7480,1.6500,1.3983,1.3086,0.0000,0.7250,2.0426,1.6500,1.8675
5049,1.0219,0.0000,-0.1429,1.9566,1.6500,1.6071,1.0069,0.0000,0.4216,1.9521,1.6500,1.7765
5050,1.0952,0.0000,-0.1915,1.9786,1.6500,1.5926,0.9991,0.0000,0.5282,1.9497,1.6500,1.8085
5051,0.8991,0.0000,-0.1544,1.9197,1.6500,1.6037,0.9799,0.0000,0.3230,1.9440,1.6500,1.7469
5052,1.1238,0.0000,-0.0953,1.9872,1.6500,1.6214,0.9931,0.0000,0.3177,1.9479,1.6500,1.7453
5053,1.1405,0.0000,0.0385,1.9921,1.6500,1.6615,1.1100,0.0000,0.2219,1.9830,1.6500,1.7166
5054,1.3572,0.0000,0.1901,2.0572,1.6500,1.7070,1.1839,0.0000,0.3194,2.0052,1.6500,1.7458
5055,1.1058,0.0000,-0.0431,1.9817,1.6500,1.6371,1.0488,0.0000,0.3799,1.9646,1.6500,1.7640
5056,0.9174,0.0000,-0.0695,1.9252,1.6500,1.6292,0.9730,0.0000,0.1504,1.9419,1.6500,1.6951
5057,1.0575,0.0000,0.0047,1.9672,1.6500,1.6514,1.1976,0.0000,0.5640,2.0093,1.6500,1.8192
5058,1.0377,0.0000,-0.1420,1.9613,1.6500,1.6074,1.0491,0.0000,0.4436,1.9647,1.6500,1.7831
5059,0.9271,0.0000,-0.1483,1.9281,1.6500,1.6055,0.8442,0.0000,0.2723,1.9032,1.6500,1.7317
5060,0.8926,0.0000,0.0102,1.9178,1.6500,1.6531,1.0879,0.0000,0.2513,1.9764,1.6500,1.7254
5061,1.1647,0.0000,-0.1129,1.9994,1.6500,1.6161,0.7829,0.0000,0.2634,1.8849,1.6500,1.7290
5062,0.9214,0.0000,-0.0462,1.9264,1.6500,1.6361,1.3526,0.0000,0.6676,2.0558,1.6500,1.8503
5063,0.9776,0.0000,0.1566,1.9433,1.6500,1.6970,0.9817,0.0000,0.0553,1.9445,1.6500,1.6666
5064,1.0902,0.0000,-0.1005,1.9771,1.6500,1.6198,1.0837,0.0000,0.4690,1.9751,1.6500,1.7907
5065,0.9219,0.0000,0.0887,1.9266,1.6500,1.6766,0.7783,0.0000,0.1758,1.8835,1.6500,1.7027
5066,0.9654,0.0000,0.0387,1.9396,1.6500,1.6616,1.1193,0.0000,0.5215,1.9858,1.6500,1.8064
5067,1.1703,0.0000,0.3397,2.0011,1.6500,1.7519,0.8282,0.0000,0.3302,1.8985,1.6500,1.7491
5068,1.3980,0.0000,0.4149,2.0694,1.6500,1.7745,0.8197,0.0000,0.2811,1.8959,1.6500,1.7343
5069,0.9430,0.0000,0.0171,1.9329,1.6500,1.6551,1.1718,0.0000,0.3434,2.0015,1.6500,1.7530
5070,0.8745,0.0000,-0.1544,1.9123,1.6500,1.6037,0.9698,0.0000,0.2063,1.9409,1.6500,1.7119
5071,1.4409,0.0000,0.3501,2.0823,1.6500,1.7550,1.4424,0.0000,1.0189,2.0827,1.6500,1.9557
5072,1.1794,0.0000,0.0460,2.0038,1.6500,1.6638,0.7195,0.0000,0.0348,1.8659,1.6500,1.6604
5073,0.9552,0.0000,-0.1317,1.9366,1.6500,1.6105,1.0843,0.0000,0.3670,1.9753,1.6500,1.7601
5074,0.9847,0.0000,0.0671,1.9454,1.6500,1.6701,1.0204,0.0000,0.1237,1.9561,1.6500,1.6871
5075,0.6549,0.0000,-0.4960,1.8465,1.6500,1.5012,1.2615,0.0000,0.5963,2.0284,1.6500,1.8289
5076,1.0568,0.0000,-0.2228,1.9670,1.6500,1.5832,0.9619,0.0000,0.3299,1.9386,1.6500,1.7490
